fname,x,y,bbox_x,bbox_y,bbox_w,bbox_h,area
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_02,529,322,533.0,297.0,21.0,40.0,420.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_02,454,328,443.0,311.0,31.0,23.0,356.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_02,393,380,380.0,375.0,23.0,13.0,149.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_02,424,399,407.0,413.0,22.0,9.0,99.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_02,418,419,407.0,413.0,22.0,9.0,99.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_02,591,302,566.0,277.0,50.0,50.0,1250.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_02,552,200,527.0,196.0,34.0,29.0,493.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_10,575,411,569.0,396.0,31.0,26.0,403.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,358,333,333.0,322.0,38.0,25.0,475.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,385,344,371.0,337.0,24.0,26.0,312.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,333,328,308.0,303.0,50.0,21.0,525.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,328,310,307.0,295.0,46.0,29.0,667.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,313,323,307.0,298.0,31.0,17.0,263.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,349,305,324.0,304.0,38.0,20.0,380.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,359,292,343.0,278.0,33.0,26.0,429.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,592,121,580.0,117.0,37.0,11.0,203.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,491,110,470.0,85.0,32.0,31.0,496.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,557,201,544.0,200.0,38.0,26.0,494.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,535,395,510.0,404.0,24.0,16.0,192.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_11,179,378,165.0,356.0,39.0,47.0,916.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_12,77,187,56.0,162.0,33.0,37.0,610.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_12,109,183,109.0,163.0,22.0,33.0,363.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_12,98,198,98.0,180.0,16.0,27.0,216.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_12,57,155,32.0,130.0,50.0,50.0,1250.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_12,160,301,135.0,288.0,47.0,38.0,893.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_12,372,231,360.0,220.0,20.0,20.0,200.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_12,33,386,8.0,361.0,41.0,28.0,574.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_12,9,411,5.0,393.0,11.0,25.0,137.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_12,226,5,201.0,0.0,38.0,30.0,570.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,235,413,236.0,397.0,19.0,5.0,47.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,498,387,473.0,364.0,31.0,31.0,480.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,493,347,468.0,334.0,42.0,32.0,672.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,496,318,471.0,293.0,45.0,20.0,450.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,544,315,542.0,311.0,27.0,16.0,216.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,586,290,586.0,302.0,25.0,13.0,162.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,610,237,600.0,230.0,13.0,23.0,149.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,604,212,591.0,193.0,15.0,11.0,82.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,608,177,591.0,193.0,15.0,9.0,67.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,605,144,584.0,121.0,38.0,15.0,285.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_20,602,161,603.0,136.0,21.0,16.0,168.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,311,242,309.0,217.0,27.0,24.0,324.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,401,308,388.0,300.0,21.0,24.0,252.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,211,344,186.0,356.0,28.0,13.0,182.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,441,400,436.0,389.0,14.0,20.0,140.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,454,416,437.0,391.0,13.0,18.0,117.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,282,221,257.0,228.0,31.0,10.0,155.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,355,272,345.0,268.0,19.0,10.0,95.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,411,337,412.0,324.0,24.0,27.0,324.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,231,340,211.0,340.0,9.0,20.0,90.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,264,331,266.0,314.0,23.0,26.0,299.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,306,179,320.0,170.0,11.0,27.0,148.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,299,156,303.0,131.0,21.0,32.0,336.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,294,133,291.0,108.0,28.0,44.0,616.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,153,122,128.0,111.0,50.0,36.0,900.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,256,18,,,,,
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,264,31,,,,,
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_21,70,63,45.0,38.0,31.0,34.0,527.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,558,60,552.0,55.0,16.0,14.0,112.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,582,68,570.0,63.0,18.0,9.0,81.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,514,48,489.0,60.0,28.0,13.0,182.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,505,53,485.0,60.0,32.0,18.0,288.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,549,91,524.0,66.0,16.0,25.0,200.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,602,122,599.0,112.0,12.0,28.0,168.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,438,289,413.0,264.0,30.0,50.0,750.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,422,268,401.0,254.0,42.0,39.0,819.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,414,251,389.0,226.0,43.0,39.0,838.0
7ce34969818584fb09f9e98c7d0999fc0eb4d70f_22,409,239,384.0,214.0,49.0,50.0,1225.0
e9d6bc245c4ea6731f8f07d5ab1f689e9c43544b_02,159,283,135.0,273.0,24.0,30.0,360.0
e9d6bc245c4ea6731f8f07d5ab1f689e9c43544b_02,224,411,211.0,412.0,38.0,24.0,456.0
e9d6bc245c4ea6731f8f07d5ab1f689e9c43544b_02,425,443,406.0,420.0,44.0,46.0,1012.0
9d69e7ed2a7841f4cc5e4d21fae6f05189c94293_02,81,285,79.0,260.0,27.0,50.0,675.0
4d786076b2b73027e3326e74cc1d9b4485aae6e4_12,520,313,500.0,302.0,33.0,24.0,396.0
eb67dd97fb8160a03559a1b666525a22959aeee6_01,209,173,190.0,157.0,27.0,19.0,256.0
eb67dd97fb8160a03559a1b666525a22959aeee6_01,205,189,201.0,179.0,20.0,27.0,270.0
eb67dd97fb8160a03559a1b666525a22959aeee6_01,232,176,221.0,151.0,36.0,33.0,594.0
eb67dd97fb8160a03559a1b666525a22959aeee6_01,94,82,69.0,57.0,50.0,40.0,1000.0
12f37f170f1379682e15b749c79edb1e234330c9_20,737,497,712.0,490.0,50.0,32.0,800.0
12f37f170f1379682e15b749c79edb1e234330c9_20,960,703,944.0,708.0,41.0,18.0,369.0
12f37f170f1379682e15b749c79edb1e234330c9_20,950,616,925.0,592.0,50.0,47.0,1175.0
12f37f170f1379682e15b749c79edb1e234330c9_20,932,310,921.0,304.0,23.0,28.0,322.0
12f37f170f1379682e15b749c79edb1e234330c9_20,803,287,778.0,279.0,31.0,21.0,325.0
12f37f170f1379682e15b749c79edb1e234330c9_20,781,324,756.0,299.0,40.0,50.0,1000.0
12f37f170f1379682e15b749c79edb1e234330c9_20,752,437,727.0,417.0,50.0,45.0,1125.0
12f37f170f1379682e15b749c79edb1e234330c9_20,683,412,658.0,387.0,50.0,50.0,1250.0
5ff4646ffa41d977cac8b6d1cf7674f3a69aa4ed_00,141,151,132.0,126.0,34.0,50.0,850.0
bb9835f4ec0a16435e8baa5cfb5a0651edfa6876_20,452,218,436.0,193.0,41.0,50.0,1025.0
9d52e04366b6af27b446764cdfb203df6379c906_00,415,522,390.0,497.0,11.0,13.0,71.0
9d52e04366b6af27b446764cdfb203df6379c906_00,490,484,484.0,476.0,29.0,16.0,232.0
9d52e04366b6af27b446764cdfb203df6379c906_00,503,497,508.0,487.0,20.0,33.0,330.0
9d52e04366b6af27b446764cdfb203df6379c906_00,462,411,437.0,386.0,35.0,39.0,682.0
9d52e04366b6af27b446764cdfb203df6379c906_00,451,474,446.0,462.0,11.0,17.0,93.0
9d52e04366b6af27b446764cdfb203df6379c906_01,401,18,381.0,0.0,42.0,37.0,777.0
cb4c1a4add6712d78cfa2440afb42c3d8aa002f9_20,249,227,238.0,222.0,18.0,22.0,198.0
cb4c1a4add6712d78cfa2440afb42c3d8aa002f9_20,253,238,238.0,222.0,18.0,22.0,198.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,575,578,550.0,553.0,45.0,45.0,1012.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,580,599,555.0,581.0,50.0,40.0,1000.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,530,677,512.0,652.0,43.0,50.0,1075.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,422,512,397.0,487.0,50.0,33.0,825.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,466,497,441.0,472.0,50.0,50.0,1250.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,331,484,306.0,459.0,37.0,50.0,925.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,327,513,328.0,488.0,24.0,46.0,552.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,533,391,528.0,366.0,30.0,50.0,750.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,310,425,285.0,400.0,41.0,50.0,1025.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,336,437,327.0,435.0,34.0,17.0,289.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,939,549,914.0,524.0,41.0,27.0,553.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,888,615,863.0,590.0,50.0,28.0,700.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,853,606,828.0,585.0,50.0,46.0,1150.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,289,488,278.0,463.0,36.0,34.0,612.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,295,516,270.0,506.0,50.0,35.0,875.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,246,315,233.0,302.0,38.0,31.0,589.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_00,135,339,110.0,314.0,50.0,50.0,1250.0
b2aca7d29cf675f2ae4ab94eb863b58001e2d849_01,785,211,775.0,211.0,35.0,25.0,437.0
54d7b9f63fefb05ba58497cc1a7120a389ddc5e1_12,283,206,258.0,181.0,50.0,50.0,1250.0
54d7b9f63fefb05ba58497cc1a7120a389ddc5e1_12,267,214,255.0,189.0,37.0,38.0,703.0
54d7b9f63fefb05ba58497cc1a7120a389ddc5e1_22,206,17,197.0,10.0,30.0,32.0,480.0
54d7b9f63fefb05ba58497cc1a7120a389ddc5e1_22,120,84,95.0,59.0,50.0,50.0,1250.0
a765e23d2beb4c8d95032298494c8bd5115374a3_21,68,296,57.0,289.0,36.0,25.0,450.0
a765e23d2beb4c8d95032298494c8bd5115374a3_21,659,593,634.0,568.0,50.0,44.0,1100.0
a765e23d2beb4c8d95032298494c8bd5115374a3_22,808,559,783.0,553.0,50.0,31.0,775.0
a765e23d2beb4c8d95032298494c8bd5115374a3_22,941,761,916.0,736.0,46.0,50.0,1150.0
a765e23d2beb4c8d95032298494c8bd5115374a3_22,960,715,939.0,691.0,27.0,49.0,661.0
a765e23d2beb4c8d95032298494c8bd5115374a3_22,929,685,914.0,668.0,31.0,42.0,651.0
a765e23d2beb4c8d95032298494c8bd5115374a3_22,974,742,954.0,717.0,32.0,50.0,800.0
a765e23d2beb4c8d95032298494c8bd5115374a3_22,994,773,969.0,748.0,47.0,48.0,1128.0
8d83bc116d5afe3b831b8302beb5109bdb0b3a13_20,381,750,361.0,725.0,27.0,32.0,432.0
8d83bc116d5afe3b831b8302beb5109bdb0b3a13_21,824,588,821.0,574.0,25.0,39.0,487.0
8d83bc116d5afe3b831b8302beb5109bdb0b3a13_21,841,562,816.0,550.0,35.0,37.0,647.0
ac70fadc362fd438e009ce675c18e375a75367fa_10,591,68,579.0,62.0,24.0,15.0,180.0
0463a7fdffa088f98761dfa5cbf39dcd05f277c3_00,522,27,497.0,6.0,48.0,15.0,360.0
0463a7fdffa088f98761dfa5cbf39dcd05f277c3_00,343,126,323.0,101.0,30.0,14.0,210.0
0463a7fdffa088f98761dfa5cbf39dcd05f277c3_11,463,290,438.0,295.0,31.0,20.0,310.0
0463a7fdffa088f98761dfa5cbf39dcd05f277c3_11,619,343,594.0,341.0,21.0,17.0,178.0
8b8e484ea119c43e0ee6ae21e13af8e966e69943_00,663,772,638.0,752.0,50.0,45.0,1125.0
87da36ba7deede262a168708357aa46ee8128276_00,515,119,499.0,108.0,18.0,33.0,297.0
87da36ba7deede262a168708357aa46ee8128276_20,46,224,21.0,208.0,35.0,27.0,472.0
87da36ba7deede262a168708357aa46ee8128276_20,30,219,5.0,200.0,50.0,35.0,875.0
9ba6d9a46a82e6057ea319a58f4325654792458f_01,173,295,153.0,288.0,35.0,26.0,455.0
5cfdb6af0bb550a9cedc57cd580a299b7147235b_00,1047,181,1022.0,169.0,48.0,27.0,648.0
5cfdb6af0bb550a9cedc57cd580a299b7147235b_00,1128,133,1104.0,108.0,49.0,47.0,1151.0
5cfdb6af0bb550a9cedc57cd580a299b7147235b_10,243,16,218.0,0.0,50.0,41.0,1025.0
5cfdb6af0bb550a9cedc57cd580a299b7147235b_10,108,101,100.0,76.0,33.0,39.0,643.0
5cfdb6af0bb550a9cedc57cd580a299b7147235b_10,64,61,41.0,36.0,48.0,50.0,1200.0
5cfdb6af0bb550a9cedc57cd580a299b7147235b_22,302,612,284.0,623.0,11.0,12.0,66.0
5cfdb6af0bb550a9cedc57cd580a299b7147235b_22,279,665,256.0,646.0,34.0,28.0,476.0
5cfdb6af0bb550a9cedc57cd580a299b7147235b_22,387,464,363.0,451.0,32.0,22.0,352.0
5cfdb6af0bb550a9cedc57cd580a299b7147235b_22,332,435,318.0,418.0,16.0,22.0,176.0
1119d743dbe7217d0a6ff2730ec06228032965e4_00,1146,542,1121.0,541.0,50.0,23.0,575.0
1119d743dbe7217d0a6ff2730ec06228032965e4_00,990,474,994.0,449.0,21.0,42.0,441.0
1119d743dbe7217d0a6ff2730ec06228032965e4_10,24,537,3.0,512.0,34.0,50.0,850.0
1119d743dbe7217d0a6ff2730ec06228032965e4_10,54,753,48.0,728.0,20.0,36.0,360.0
1119d743dbe7217d0a6ff2730ec06228032965e4_10,22,799,7.0,774.0,10.0,32.0,160.0
1119d743dbe7217d0a6ff2730ec06228032965e4_11,226,51,216.0,55.0,35.0,21.0,367.0
1119d743dbe7217d0a6ff2730ec06228032965e4_11,233,301,229.0,276.0,29.0,32.0,464.0
1119d743dbe7217d0a6ff2730ec06228032965e4_11,956,802,952.0,777.0,12.0,29.0,174.0
1119d743dbe7217d0a6ff2730ec06228032965e4_11,979,801,971.0,776.0,14.0,30.0,210.0
1119d743dbe7217d0a6ff2730ec06228032965e4_11,261,73,236.0,50.0,40.0,45.0,900.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,957,29,932.0,22.0,50.0,22.0,550.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,828,84,803.0,59.0,50.0,50.0,1250.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,665,185,640.0,160.0,42.0,50.0,1050.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,876,177,851.0,152.0,32.0,48.0,768.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,833,45,825.0,53.0,33.0,17.0,280.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,806,46,788.0,27.0,25.0,24.0,300.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,768,51,743.0,45.0,50.0,31.0,775.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,782,33,788.0,27.0,19.0,24.0,228.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,702,193,685.0,168.0,23.0,50.0,575.0
1119d743dbe7217d0a6ff2730ec06228032965e4_12,695,219,679.0,220.0,41.0,24.0,492.0
1119d743dbe7217d0a6ff2730ec06228032965e4_21,244,734,242.0,709.0,27.0,20.0,270.0
1119d743dbe7217d0a6ff2730ec06228032965e4_21,217,748,195.0,736.0,20.0,34.0,340.0
1119d743dbe7217d0a6ff2730ec06228032965e4_21,155,761,145.0,757.0,23.0,22.0,253.0
1119d743dbe7217d0a6ff2730ec06228032965e4_21,145,783,122.0,788.0,37.0,18.0,333.0
1119d743dbe7217d0a6ff2730ec06228032965e4_21,105,801,86.0,776.0,35.0,30.0,525.0
1119d743dbe7217d0a6ff2730ec06228032965e4_22,384,106,362.0,89.0,47.0,35.0,822.0
1119d743dbe7217d0a6ff2730ec06228032965e4_22,408,138,389.0,113.0,44.0,32.0,704.0
d691da182e1cf8a2a3602bfe576dcd506706484f_00,504,363,479.0,354.0,39.0,18.0,351.0
d691da182e1cf8a2a3602bfe576dcd506706484f_00,799,399,783.0,374.0,28.0,15.0,210.0
9e38ce01f90c67d277ab1c19b15384e7c6ed42f2_00,101,137,76.0,127.0,50.0,28.0,700.0
9e38ce01f90c67d277ab1c19b15384e7c6ed42f2_00,25,176,0.0,151.0,50.0,50.0,1250.0
9e38ce01f90c67d277ab1c19b15384e7c6ed42f2_00,145,218,121.0,193.0,49.0,48.0,1176.0
9e38ce01f90c67d277ab1c19b15384e7c6ed42f2_00,102,289,102.0,264.0,25.0,47.0,587.0
9e38ce01f90c67d277ab1c19b15384e7c6ed42f2_00,122,210,109.0,198.0,18.0,35.0,315.0
9e38ce01f90c67d277ab1c19b15384e7c6ed42f2_00,124,138,99.0,127.0,44.0,30.0,660.0
9e38ce01f90c67d277ab1c19b15384e7c6ed42f2_00,197,68,172.0,59.0,50.0,34.0,850.0
9e38ce01f90c67d277ab1c19b15384e7c6ed42f2_00,258,381,239.0,371.0,22.0,23.0,253.0
9e38ce01f90c67d277ab1c19b15384e7c6ed42f2_00,110,327,85.0,305.0,50.0,47.0,1175.0
361bd8a9f96dd14c3f9654b31c32b692f4877737_11,847,396,834.0,371.0,38.0,30.0,570.0
d0548e9c2bed42ceaed3f1995bad096a276eb781_20,221,354,207.0,346.0,32.0,33.0,528.0
d0548e9c2bed42ceaed3f1995bad096a276eb781_20,211,377,194.0,364.0,37.0,27.0,499.0
d0548e9c2bed42ceaed3f1995bad096a276eb781_20,210,391,194.0,366.0,37.0,25.0,462.0
d0548e9c2bed42ceaed3f1995bad096a276eb781_20,132,367,111.0,342.0,46.0,50.0,1150.0
d0548e9c2bed42ceaed3f1995bad096a276eb781_20,68,241,46.0,241.0,47.0,25.0,587.0
4cde496585baf0fc84b182813cf6757a6030bde1_02,225,236,214.0,228.0,18.0,19.0,171.0
4cde496585baf0fc84b182813cf6757a6030bde1_02,163,280,148.0,273.0,25.0,19.0,237.0
4cde496585baf0fc84b182813cf6757a6030bde1_10,496,184,477.0,181.0,44.0,25.0,550.0
4cde496585baf0fc84b182813cf6757a6030bde1_11,323,169,300.0,154.0,26.0,27.0,351.0
4cde496585baf0fc84b182813cf6757a6030bde1_22,168,185,145.0,173.0,35.0,31.0,542.0
f01c543c21775b87a31b36d2de189fa9930a20e3_01,597,373,572.0,348.0,32.0,29.0,464.0
f01c543c21775b87a31b36d2de189fa9930a20e3_01,536,401,511.0,382.0,48.0,16.0,384.0
f01c543c21775b87a31b36d2de189fa9930a20e3_02,564,76,539.0,70.0,30.0,31.0,465.0
f01c543c21775b87a31b36d2de189fa9930a20e3_02,547,84,530.0,64.0,39.0,41.0,799.0
f01c543c21775b87a31b36d2de189fa9930a20e3_02,548,67,529.0,64.0,40.0,28.0,560.0
f01c543c21775b87a31b36d2de189fa9930a20e3_02,599,100,574.0,96.0,26.0,18.0,234.0
f01c543c21775b87a31b36d2de189fa9930a20e3_02,493,193,468.0,175.0,50.0,20.0,500.0
f01c543c21775b87a31b36d2de189fa9930a20e3_11,374,155,349.0,132.0,46.0,32.0,736.0
f01c543c21775b87a31b36d2de189fa9930a20e3_11,542,154,527.0,146.0,20.0,33.0,330.0
f01c543c21775b87a31b36d2de189fa9930a20e3_12,276,8,251.0,0.0,37.0,25.0,462.0
2a2ab1a61cabe659443ea69335c152ffc8341186_22,476,231,451.0,214.0,50.0,42.0,1050.0
2a2ab1a61cabe659443ea69335c152ffc8341186_22,496,420,471.0,395.0,50.0,47.0,1175.0
5f867a2b2757082975cce89623bc09ed517b6a6d_01,1101,513,1076.0,509.0,29.0,29.0,420.0
fb7c3e255c7ddc759cf07aa64ebeaa65fd993972_10,925,306,900.0,281.0,50.0,50.0,1250.0
fb7c3e255c7ddc759cf07aa64ebeaa65fd993972_10,1178,336,1162.0,314.0,19.0,15.0,142.0
fb7c3e255c7ddc759cf07aa64ebeaa65fd993972_10,888,343,863.0,323.0,50.0,34.0,850.0
fb7c3e255c7ddc759cf07aa64ebeaa65fd993972_10,944,289,919.0,264.0,50.0,50.0,1250.0
fb7c3e255c7ddc759cf07aa64ebeaa65fd993972_10,1168,321,1162.0,314.0,19.0,15.0,142.0
fb7c3e255c7ddc759cf07aa64ebeaa65fd993972_20,83,657,61.0,644.0,47.0,38.0,893.0
fb7c3e255c7ddc759cf07aa64ebeaa65fd993972_21,78,176,78.0,169.0,25.0,19.0,237.0
7db2d2defc79cb493888efb82632114b7aa86202_22,575,255,551.0,230.0,46.0,50.0,1150.0
7db2d2defc79cb493888efb82632114b7aa86202_22,589,241,564.0,245.0,21.0,21.0,220.0
7db2d2defc79cb493888efb82632114b7aa86202_22,607,265,582.0,262.0,20.0,28.0,280.0
7db2d2defc79cb493888efb82632114b7aa86202_22,647,274,636.0,249.0,19.0,26.0,247.0
7db2d2defc79cb493888efb82632114b7aa86202_22,693,194,668.0,181.0,22.0,38.0,418.0
7db2d2defc79cb493888efb82632114b7aa86202_22,467,298,454.0,286.0,38.0,30.0,570.0
7db2d2defc79cb493888efb82632114b7aa86202_22,432,302,407.0,277.0,50.0,42.0,1050.0
7db2d2defc79cb493888efb82632114b7aa86202_22,556,295,561.0,270.0,20.0,36.0,360.0
7db2d2defc79cb493888efb82632114b7aa86202_22,403,151,395.0,146.0,23.0,27.0,310.0
6596d12c52e1a63adb8ffd904ba69e7037a7a166_12,1537,135,1516.0,122.0,46.0,18.0,414.0
6596d12c52e1a63adb8ffd904ba69e7037a7a166_12,1596,89,1576.0,80.0,37.0,34.0,629.0
6596d12c52e1a63adb8ffd904ba69e7037a7a166_22,7,124,0.0,138.0,23.0,11.0,126.0
6596d12c52e1a63adb8ffd904ba69e7037a7a166_22,139,191,129.0,173.0,16.0,28.0,224.0
6596d12c52e1a63adb8ffd904ba69e7037a7a166_22,39,174,15.0,174.0,28.0,23.0,322.0
7e1bcf546ad64b91599dbb267887be242667df85_00,119,746,116.0,721.0,28.0,25.0,350.0
7e1bcf546ad64b91599dbb267887be242667df85_00,38,636,35.0,620.0,28.0,41.0,574.0
7e1bcf546ad64b91599dbb267887be242667df85_00,13,614,28.0,610.0,10.0,27.0,135.0
7e1bcf546ad64b91599dbb267887be242667df85_01,582,54,566.0,29.0,33.0,30.0,495.0
7e1bcf546ad64b91599dbb267887be242667df85_01,133,73,108.0,73.0,40.0,25.0,500.0
7e1bcf546ad64b91599dbb267887be242667df85_01,290,291,282.0,267.0,32.0,41.0,656.0
7e1bcf546ad64b91599dbb267887be242667df85_20,641,61,616.0,47.0,44.0,20.0,440.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_20,312,118,307.0,113.0,10.0,14.0,70.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_20,298,40,,,,,
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,170,190,154.0,186.0,23.0,18.0,207.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,189,166,167.0,147.0,30.0,30.0,450.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,268,163,251.0,154.0,33.0,27.0,445.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,263,255,258.0,234.0,22.0,46.0,506.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,248,106,233.0,101.0,30.0,6.0,90.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,177,31,155.0,18.0,28.0,38.0,532.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,245,45,237.0,37.0,14.0,19.0,133.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,109,40,102.0,28.0,17.0,21.0,178.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,106,75,92.0,50.0,21.0,32.0,336.0
305ef71155e8174d1a8b01fb0f32dd54dcc3910e_22,390,129,381.0,104.0,34.0,18.0,306.0
809a09625fc26783f384acd87b1997f53a814054_00,368,586,358.0,569.0,26.0,42.0,546.0
809a09625fc26783f384acd87b1997f53a814054_00,657,644,639.0,629.0,43.0,26.0,559.0
cc68ef1444aa7c6ba9d41dfb961c183c27af0c34_20,586,314,561.0,289.0,20.0,34.0,340.0
e2a10619b6af1ec2560add77472412a94c615f81_00,1178,874,1168.0,849.0,35.0,34.0,595.0
cec70200329072a2ae5a2ab489bcf807ad0d8605_11,1261,29,1236.0,4.0,50.0,34.0,850.0
a993ea8027c4901b3ee86681c712ffcdeca7962c_22,1679,180,1657.0,171.0,19.0,22.0,209.0
f3cfbee547595432cff14990bf5205e1ab9763b3_10,1166,416,1156.0,411.0,15.0,7.0,52.0
f3cfbee547595432cff14990bf5205e1ab9763b3_10,959,504,941.0,492.0,21.0,34.0,357.0
f3cfbee547595432cff14990bf5205e1ab9763b3_10,1368,504,1361.0,496.0,15.0,22.0,165.0
f3cfbee547595432cff14990bf5205e1ab9763b3_10,1249,455,1231.0,448.0,39.0,13.0,253.0
f3cfbee547595432cff14990bf5205e1ab9763b3_10,1015,517,991.0,507.0,38.0,31.0,589.0
f3cfbee547595432cff14990bf5205e1ab9763b3_10,1577,466,1572.0,441.0,22.0,23.0,253.0
