fname,x,y,bbox_x,bbox_y,bbox_w,bbox_h,area
fb3d9eb71abc6c5b3fcd9c0155795d18a4496c64,2429,1314,2414.0,1302.0,25.0,17.0,212.0
fb3d9eb71abc6c5b3fcd9c0155795d18a4496c64,2378,1697,2358.0,1677.0,36.0,35.0,630.0
fb3d9eb71abc6c5b3fcd9c0155795d18a4496c64,2396,2064,2387.0,2052.0,17.0,13.0,110.0
fb3d9eb71abc6c5b3fcd9c0155795d18a4496c64,2450,1340,2443.0,1343.0,27.0,11.0,148.0
fb3d9eb71abc6c5b3fcd9c0155795d18a4496c64,2336,1352,2317.0,1336.0,35.0,22.0,385.0
f3a3bcbf81878323de2ab74e95908d7fc235f3a8,1171,515,1157.0,495.0,34.0,26.0,442.0
f3a3bcbf81878323de2ab74e95908d7fc235f3a8,1031,796,1011.0,776.0,38.0,40.0,760.0
f3a3bcbf81878323de2ab74e95908d7fc235f3a8,1068,499,1061.0,488.0,27.0,27.0,364.0
f3a3bcbf81878323de2ab74e95908d7fc235f3a8,1024,671,1017.0,651.0,27.0,29.0,391.0
f3a3bcbf81878323de2ab74e95908d7fc235f3a8,1035,659,1017.0,639.0,38.0,40.0,760.0
f3a3bcbf81878323de2ab74e95908d7fc235f3a8,1042,814,1022.0,794.0,25.0,40.0,500.0
f3a3bcbf81878323de2ab74e95908d7fc235f3a8,1044,799,1036.0,785.0,26.0,34.0,442.0
dac0b5f65202a972056e0bd1a334dc27dfded21a,1524,1261,1510.0,1253.0,26.0,12.0,156.0
dac0b5f65202a972056e0bd1a334dc27dfded21a,1538,1334,1518.0,1314.0,23.0,15.0,172.0
7fa9d9c41be4ce981aa8f1460f06206b5c9a88cd,1751,547,1760.0,527.0,11.0,25.0,137.0
7fa9d9c41be4ce981aa8f1460f06206b5c9a88cd,1601,109,1584.0,102.0,37.0,18.0,333.0
f224c618ed9b45a65769653e2f8306150f1ba41f,1381,846,1367.0,847.0,25.0,19.0,237.0
f224c618ed9b45a65769653e2f8306150f1ba41f,1383,860,1367.0,847.0,25.0,22.0,275.0
369d06010fbf093910db2b21354754ba7a7c66f0,1376,915,1356.0,911.0,40.0,24.0,480.0
369d06010fbf093910db2b21354754ba7a7c66f0,1242,670,1233.0,650.0,29.0,25.0,362.0
369d06010fbf093910db2b21354754ba7a7c66f0,1254,692,1234.0,672.0,40.0,40.0,800.0
369d06010fbf093910db2b21354754ba7a7c66f0,1504,603,1484.0,583.0,29.0,20.0,290.0
369d06010fbf093910db2b21354754ba7a7c66f0,1361,814,1341.0,794.0,28.0,18.0,252.0
369d06010fbf093910db2b21354754ba7a7c66f0,1343,664,1326.0,644.0,37.0,40.0,740.0
369d06010fbf093910db2b21354754ba7a7c66f0,1414,531,1394.0,511.0,34.0,25.0,425.0
369d06010fbf093910db2b21354754ba7a7c66f0,1390,550,1381.0,537.0,29.0,33.0,478.0
369d06010fbf093910db2b21354754ba7a7c66f0,1394,559,1374.0,539.0,37.0,36.0,666.0
369d06010fbf093910db2b21354754ba7a7c66f0,1677,561,1664.0,553.0,15.0,21.0,157.0
6fbb0d7be310d872e89d03c5a78cd03e8e5408cc,2538,511,2518.0,497.0,40.0,34.0,680.0
b43a7970daee5b7c3da13694bdc0ed9b45e5177d,1426,25,1406.0,5.0,29.0,17.0,246.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,833,353,813.0,333.0,36.0,29.0,522.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,654,2475,634.0,2459.0,40.0,25.0,500.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,1170,2436,1150.0,2425.0,26.0,20.0,260.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,766,382,746.0,365.0,40.0,22.0,440.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,888,368,868.0,350.0,37.0,25.0,462.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,849,321,837.0,301.0,12.0,27.0,162.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,941,282,921.0,264.0,40.0,27.0,540.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,612,2196,592.0,2176.0,34.0,37.0,629.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,317,2468,297.0,2452.0,40.0,36.0,720.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,330,2479,310.0,2459.0,32.0,40.0,640.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,340,2512,323.0,2495.0,37.0,26.0,481.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,341,2542,342.0,2537.0,12.0,18.0,108.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,352,2466,332.0,2452.0,36.0,26.0,468.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,365,2552,355.0,2543.0,23.0,22.0,253.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,901,1686,903.0,1666.0,18.0,31.0,279.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,918,1577,898.0,1560.0,28.0,29.0,406.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,769,396,761.0,391.0,22.0,18.0,198.0
7b363cdfd0d0a23ebe5949073466184cb55abec0,552,1167,543.0,1154.0,27.0,25.0,337.0
bea11d7ac0ed87efa961e60a8574b02443e89201,127,475,131.0,456.0,16.0,39.0,312.0
bea11d7ac0ed87efa961e60a8574b02443e89201,229,476,209.0,456.0,24.0,40.0,480.0
bea11d7ac0ed87efa961e60a8574b02443e89201,266,467,246.0,447.0,34.0,22.0,374.0
fe5af6223300991d2011aba32a00cb1f88b03ec5,3946,596,3933.0,576.0,25.0,29.0,362.0
d5410def92fff0293242deaca20626abec9984df,327,105,307.0,85.0,40.0,37.0,740.0
d5410def92fff0293242deaca20626abec9984df,770,266,750.0,246.0,40.0,40.0,800.0
d5410def92fff0293242deaca20626abec9984df,1045,191,1040.0,171.0,25.0,29.0,362.0
d5410def92fff0293242deaca20626abec9984df,792,293,776.0,277.0,36.0,36.0,648.0
d5410def92fff0293242deaca20626abec9984df,721,242,701.0,228.0,40.0,34.0,680.0
d5410def92fff0293242deaca20626abec9984df,823,235,815.0,224.0,24.0,16.0,192.0
d5410def92fff0293242deaca20626abec9984df,815,318,795.0,298.0,27.0,33.0,445.0
d5410def92fff0293242deaca20626abec9984df,211,232,191.0,223.0,31.0,29.0,449.0
d5410def92fff0293242deaca20626abec9984df,237,354,217.0,334.0,35.0,40.0,700.0
d5410def92fff0293242deaca20626abec9984df,51,385,45.0,384.0,26.0,21.0,273.0
d5410def92fff0293242deaca20626abec9984df,70,156,50.0,136.0,29.0,35.0,507.0
d5410def92fff0293242deaca20626abec9984df,520,163,518.0,157.0,22.0,26.0,286.0
a57924c9a123f917c811d56cf5bf54814df82d2b,979,906,959.0,886.0,26.0,40.0,520.0
a57924c9a123f917c811d56cf5bf54814df82d2b,999,947,992.0,927.0,14.0,40.0,280.0
a57924c9a123f917c811d56cf5bf54814df82d2b,984,966,964.0,948.0,37.0,38.0,703.0
a57924c9a123f917c811d56cf5bf54814df82d2b,1057,951,1037.0,941.0,28.0,30.0,420.0
a57924c9a123f917c811d56cf5bf54814df82d2b,1067,936,1064.0,916.0,22.0,27.0,297.0
a57924c9a123f917c811d56cf5bf54814df82d2b,1221,776,1207.0,769.0,34.0,27.0,459.0
a57924c9a123f917c811d56cf5bf54814df82d2b,1232,810,1212.0,790.0,40.0,40.0,800.0
b4b6535c662471696785d15ae23d04481a13a689,1030,504,1010.0,491.0,40.0,33.0,660.0
b4b6535c662471696785d15ae23d04481a13a689,1150,536,1141.0,526.0,29.0,20.0,290.0
b4b6535c662471696785d15ae23d04481a13a689,1140,596,1141.0,576.0,19.0,26.0,247.0
b4b6535c662471696785d15ae23d04481a13a689,1231,650,1211.0,630.0,40.0,26.0,520.0
b4b6535c662471696785d15ae23d04481a13a689,1407,698,1387.0,681.0,26.0,37.0,481.0
b4b6535c662471696785d15ae23d04481a13a689,1249,707,1229.0,690.0,40.0,37.0,740.0
b4b6535c662471696785d15ae23d04481a13a689,1051,593,1031.0,591.0,40.0,22.0,440.0
b4b6535c662471696785d15ae23d04481a13a689,1089,519,1069.0,499.0,34.0,18.0,306.0
b4b6535c662471696785d15ae23d04481a13a689,1073,515,1053.0,495.0,40.0,40.0,800.0
b4b6535c662471696785d15ae23d04481a13a689,1052,507,1032.0,487.0,40.0,25.0,500.0
b4b6535c662471696785d15ae23d04481a13a689,1254,613,1238.0,593.0,36.0,40.0,720.0
b4b6535c662471696785d15ae23d04481a13a689,1254,574,1234.0,554.0,40.0,40.0,800.0
b4b6535c662471696785d15ae23d04481a13a689,1068,421,1066.0,415.0,17.0,13.0,110.0
b4b6535c662471696785d15ae23d04481a13a689,1302,575,1282.0,555.0,28.0,40.0,560.0
b4b6535c662471696785d15ae23d04481a13a689,1173,781,1153.0,781.0,40.0,20.0,400.0
b4b6535c662471696785d15ae23d04481a13a689,1263,675,1253.0,655.0,30.0,25.0,375.0
b4b6535c662471696785d15ae23d04481a13a689,1219,624,1199.0,612.0,40.0,32.0,640.0
b4b6535c662471696785d15ae23d04481a13a689,1364,510,1352.0,494.0,32.0,35.0,560.0
b4b6535c662471696785d15ae23d04481a13a689,849,745,829.0,725.0,40.0,40.0,800.0
b4b6535c662471696785d15ae23d04481a13a689,807,718,787.0,698.0,40.0,40.0,800.0
4a0a6af806475f8195773e93ac3ff7cdbc772e19,780,550,763.0,538.0,37.0,32.0,592.0
8c9b47fac491a61399e565dcd97c57584fd66381,2757,834,2737.0,826.0,40.0,28.0,560.0
ec796aa392f193afc0ea79fd474ec7579d14794c,4683,105,4672.0,101.0,28.0,14.0,196.0
ec796aa392f193afc0ea79fd474ec7579d14794c,4805,401,4794.0,388.0,22.0,23.0,253.0
ec796aa392f193afc0ea79fd474ec7579d14794c,4402,195,4383.0,186.0,31.0,29.0,449.0
ec796aa392f193afc0ea79fd474ec7579d14794c,4701,400,4694.0,386.0,27.0,22.0,297.0
ec796aa392f193afc0ea79fd474ec7579d14794c,2781,259,2776.0,248.0,16.0,31.0,248.0
ec796aa392f193afc0ea79fd474ec7579d14794c,3530,143,3518.0,131.0,32.0,32.0,512.0
ec796aa392f193afc0ea79fd474ec7579d14794c,3519,121,3501.0,115.0,33.0,15.0,247.0
ec796aa392f193afc0ea79fd474ec7579d14794c,3742,365,3731.0,345.0,22.0,40.0,440.0
31014b0c24b100cbfd47832c8c2f99985db5c5a9,4717,1489,4705.0,1477.0,24.0,11.0,132.0
31014b0c24b100cbfd47832c8c2f99985db5c5a9,4494,1922,4486.0,1902.0,23.0,23.0,264.0
48ea1d4aa8931ebd28016f39099acc25fa99ad2a,3203,735,3189.0,718.0,34.0,27.0,459.0
48ea1d4aa8931ebd28016f39099acc25fa99ad2a,3418,955,3402.0,958.0,24.0,17.0,204.0
48ea1d4aa8931ebd28016f39099acc25fa99ad2a,3454,953,3434.0,939.0,40.0,34.0,680.0
48ea1d4aa8931ebd28016f39099acc25fa99ad2a,3402,1093,3391.0,1086.0,24.0,10.0,120.0
48ea1d4aa8931ebd28016f39099acc25fa99ad2a,3364,1165,3344.0,1165.0,29.0,20.0,290.0
6b8b904464f0b7f88608e9935ea0a1d752c7b6fe,125,193,111.0,185.0,20.0,21.0,210.0
6b8b904464f0b7f88608e9935ea0a1d752c7b6fe,162,2400,159.0,2390.0,23.0,20.0,230.0
6b8b904464f0b7f88608e9935ea0a1d752c7b6fe,339,2493,319.0,2473.0,40.0,39.0,780.0
6b8b904464f0b7f88608e9935ea0a1d752c7b6fe,670,3087,653.0,3069.0,21.0,38.0,399.0
6b8b904464f0b7f88608e9935ea0a1d752c7b6fe,84,2318,64.0,2311.0,19.0,27.0,256.0
6b8b904464f0b7f88608e9935ea0a1d752c7b6fe,115,2228,102.0,2208.0,32.0,30.0,480.0
6b8b904464f0b7f88608e9935ea0a1d752c7b6fe,292,2547,272.0,2527.0,37.0,15.0,277.0
6b8b904464f0b7f88608e9935ea0a1d752c7b6fe,753,3089,747.0,3080.0,16.0,19.0,152.0
6b8b904464f0b7f88608e9935ea0a1d752c7b6fe,1111,3204,1102.0,3192.0,29.0,32.0,464.0
563e1d13f137547a6d996cf6ba550c3f18ed634d,506,355,486.0,337.0,33.0,25.0,412.0
563e1d13f137547a6d996cf6ba550c3f18ed634d,359,66,341.0,51.0,23.0,35.0,402.0
f97c24a5c9b3c8880f84e30f5ad190125828164b,3217,45,3197.0,25.0,40.0,24.0,480.0
a3685bebf56fc1fdd9ab686b5701c9d3df751cb4,3882,1255,3867.0,1235.0,35.0,40.0,700.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,2030,532,2020.0,518.0,30.0,18.0,270.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1287,753,1267.0,733.0,40.0,40.0,800.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1512,942,1492.0,922.0,40.0,40.0,800.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1649,1165,1629.0,1161.0,26.0,24.0,312.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1376,2012,1361.0,1992.0,35.0,22.0,385.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1576,2133,1564.0,2113.0,32.0,40.0,640.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1499,2446,1494.0,2432.0,25.0,26.0,325.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1583,1026,1571.0,1010.0,32.0,17.0,272.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1665,1030,1645.0,1010.0,30.0,40.0,600.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1751,979,1731.0,959.0,33.0,40.0,660.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1468,1954,1448.0,1946.0,34.0,23.0,391.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1474,1909,1454.0,1897.0,31.0,30.0,465.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1550,1987,1530.0,1967.0,37.0,40.0,740.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1354,2054,1340.0,2041.0,34.0,21.0,357.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1304,2108,1294.0,2088.0,8.0,32.0,128.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1554,2116,1534.0,2098.0,40.0,38.0,760.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1533,2062,1513.0,2042.0,40.0,40.0,800.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1464,2108,1460.0,2101.0,23.0,27.0,310.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1524,944,1504.0,924.0,34.0,40.0,680.0
f2dfcb77ddeed31db75fed9a7cf2cccb37f6577a,1558,2162,1542.0,2142.0,36.0,40.0,720.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1523,1321,1512.0,1313.0,31.0,28.0,434.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1524,1694,1523.0,1685.0,21.0,29.0,304.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1408,1750,1388.0,1730.0,35.0,40.0,700.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1720,1847,1708.0,1827.0,32.0,27.0,432.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1673,2282,1653.0,2274.0,40.0,18.0,360.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1777,2262,1757.0,2250.0,40.0,22.0,440.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1740,2250,1727.0,2230.0,33.0,40.0,660.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1711,2287,1692.0,2289.0,39.0,18.0,351.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1638,2322,1618.0,2313.0,34.0,29.0,493.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1676,2294,1656.0,2274.0,38.0,18.0,342.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1736,2311,1716.0,2291.0,40.0,40.0,800.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1758,2283,1738.0,2263.0,40.0,40.0,800.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1571,1401,1551.0,1381.0,37.0,40.0,740.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1621,1420,1601.0,1405.0,40.0,35.0,700.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1497,1438,1477.0,1418.0,40.0,40.0,800.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1592,1405,1572.0,1385.0,27.0,40.0,540.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1517,1548,1497.0,1528.0,40.0,40.0,800.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1315,1169,1302.0,1149.0,33.0,40.0,660.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1336,1145,1324.0,1132.0,32.0,33.0,528.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1372,1107,1352.0,1087.0,36.0,27.0,486.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1392,1092,1372.0,1072.0,40.0,40.0,800.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1342,1100,1327.0,1080.0,35.0,40.0,700.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1393,1760,1373.0,1740.0,40.0,40.0,800.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1458,1789,1438.0,1769.0,40.0,29.0,580.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1584,1760,1564.0,1750.0,40.0,30.0,600.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1537,1711,1517.0,1691.0,36.0,40.0,720.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1322,1038,1307.0,1026.0,33.0,17.0,280.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1369,1040,1349.0,1020.0,34.0,40.0,680.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1398,1657,1378.0,1649.0,34.0,28.0,476.0
65283dda64b9cb04f5ec1a4beb4b517d361881be,1326,1164,1306.0,1144.0,40.0,40.0,800.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2837,1562,2817.0,1555.0,18.0,20.0,180.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,3065,1521,3045.0,1511.0,30.0,22.0,330.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2773,1513,2753.0,1508.0,39.0,25.0,487.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2901,1546,2897.0,1532.0,22.0,16.0,176.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2783,1507,2763.0,1497.0,40.0,21.0,420.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2836,1532,2816.0,1516.0,24.0,33.0,396.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2871,1556,2857.0,1549.0,25.0,17.0,212.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2856,185,2840.0,179.0,36.0,26.0,468.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2911,162,2891.0,154.0,40.0,28.0,560.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2954,142,2942.0,135.0,24.0,26.0,312.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2934,1525,2922.0,1516.0,15.0,21.0,157.0
c52be123d18c3fe82c95bf3ebefd457b22032c96,2908,1521,2901.0,1501.0,27.0,30.0,405.0
9bf00377d891ebd2fccf3bea60b6ee6d6d12e777,1787,1305,1776.0,1285.0,28.0,40.0,560.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,3102,255,3094.0,248.0,20.0,16.0,160.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,3002,256,2989.0,250.0,23.0,12.0,138.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,3062,197,3054.0,194.0,28.0,23.0,322.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,3113,134,3093.0,130.0,31.0,23.0,356.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,2911,176,2904.0,182.0,27.0,14.0,189.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,2846,170,2829.0,150.0,23.0,29.0,333.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,2818,164,2798.0,153.0,40.0,31.0,620.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,2811,139,2806.0,131.0,25.0,28.0,350.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,2789,153,2769.0,133.0,40.0,30.0,600.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,2732,131,2712.0,128.0,33.0,13.0,214.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,2958,75,2948.0,65.0,30.0,23.0,345.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,3018,34,3012.0,21.0,26.0,28.0,364.0
04a65c838a3a95f716f3c7e7151cafb387fb4af9,2831,54,2816.0,47.0,35.0,24.0,420.0
05945a6a7c11917d01898236930e5c7dd1ba6697,1572,1093,1552.0,1080.0,24.0,33.0,396.0
05945a6a7c11917d01898236930e5c7dd1ba6697,1472,934,1452.0,917.0,40.0,24.0,480.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,918,318,903.0,298.0,25.0,40.0,500.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1177,317,1157.0,297.0,40.0,32.0,640.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1149,260,1129.0,253.0,32.0,27.0,432.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1052,390,1032.0,381.0,25.0,29.0,362.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1123,446,1103.0,426.0,28.0,31.0,434.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1111,456,1091.0,436.0,40.0,18.0,360.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,976,481,956.0,468.0,25.0,17.0,212.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1043,522,1032.0,502.0,31.0,40.0,620.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1086,518,1066.0,512.0,40.0,24.0,480.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1136,556,1116.0,536.0,17.0,21.0,178.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1379,603,1359.0,583.0,40.0,40.0,800.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1314,575,1294.0,568.0,31.0,27.0,418.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1170,690,1150.0,670.0,40.0,33.0,660.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1347,699,1327.0,692.0,23.0,19.0,218.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1327,669,1307.0,656.0,35.0,30.0,525.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1354,731,1334.0,711.0,32.0,40.0,640.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1195,535,1175.0,515.0,38.0,40.0,760.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1199,526,1179.0,515.0,34.0,31.0,527.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1124,538,1107.0,528.0,26.0,30.0,390.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1105,466,1085.0,446.0,30.0,21.0,315.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1134,964,1114.0,948.0,29.0,36.0,522.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1075,921,1055.0,915.0,40.0,26.0,520.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1121,884,1101.0,870.0,40.0,28.0,560.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,942,415,922.0,396.0,40.0,29.0,580.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1583,245,1563.0,225.0,40.0,35.0,700.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1555,221,1535.0,201.0,21.0,23.0,241.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1350,453,1330.0,452.0,26.0,21.0,273.0
9487d3c8bf891494920cdab21af1ce8399e2fea7,1398,446,1378.0,442.0,38.0,24.0,456.0
eda3baf2270feeb4af59256bb079dc26173e7c95,1579,1235,1568.0,1233.0,27.0,13.0,175.0
eda3baf2270feeb4af59256bb079dc26173e7c95,1583,1360,1563.0,1340.0,40.0,40.0,800.0
5da648903f970dc4e78ef408ec2860846eff8bc2,649,622,647.0,605.0,18.0,31.0,279.0
5da648903f970dc4e78ef408ec2860846eff8bc2,667,618,647.0,605.0,18.0,31.0,279.0
5da648903f970dc4e78ef408ec2860846eff8bc2,661,632,649.0,612.0,16.0,24.0,192.0
5da648903f970dc4e78ef408ec2860846eff8bc2,641,647,621.0,631.0,29.0,22.0,319.0
5da648903f970dc4e78ef408ec2860846eff8bc2,554,689,534.0,670.0,33.0,23.0,379.0
5da648903f970dc4e78ef408ec2860846eff8bc2,990,822,974.0,811.0,22.0,20.0,220.0
5da648903f970dc4e78ef408ec2860846eff8bc2,623,604,606.0,588.0,23.0,36.0,414.0
5da648903f970dc4e78ef408ec2860846eff8bc2,715,580,709.0,576.0,26.0,18.0,234.0
5da648903f970dc4e78ef408ec2860846eff8bc2,679,564,659.0,552.0,34.0,15.0,255.0
5da648903f970dc4e78ef408ec2860846eff8bc2,763,570,763.0,564.0,20.0,26.0,260.0
5da648903f970dc4e78ef408ec2860846eff8bc2,793,615,773.0,595.0,40.0,40.0,800.0
5da648903f970dc4e78ef408ec2860846eff8bc2,693,519,673.0,507.0,34.0,32.0,544.0
5da648903f970dc4e78ef408ec2860846eff8bc2,669,657,658.0,655.0,26.0,14.0,182.0
5da648903f970dc4e78ef408ec2860846eff8bc2,576,732,564.0,719.0,18.0,18.0,162.0
5da648903f970dc4e78ef408ec2860846eff8bc2,506,708,486.0,691.0,26.0,37.0,481.0
5da648903f970dc4e78ef408ec2860846eff8bc2,499,670,479.0,658.0,35.0,32.0,560.0
5da648903f970dc4e78ef408ec2860846eff8bc2,467,679,468.0,667.0,19.0,26.0,247.0
5da648903f970dc4e78ef408ec2860846eff8bc2,486,724,466.0,720.0,27.0,24.0,324.0
5da648903f970dc4e78ef408ec2860846eff8bc2,475,728,455.0,720.0,40.0,28.0,560.0
5da648903f970dc4e78ef408ec2860846eff8bc2,454,692,448.0,672.0,20.0,32.0,320.0
5da648903f970dc4e78ef408ec2860846eff8bc2,450,756,439.0,742.0,31.0,22.0,341.0
5da648903f970dc4e78ef408ec2860846eff8bc2,544,598,528.0,578.0,36.0,40.0,720.0
5da648903f970dc4e78ef408ec2860846eff8bc2,501,599,481.0,589.0,19.0,24.0,228.0
5da648903f970dc4e78ef408ec2860846eff8bc2,553,655,542.0,640.0,19.0,27.0,256.0
5da648903f970dc4e78ef408ec2860846eff8bc2,969,745,959.0,734.0,16.0,23.0,184.0
5da648903f970dc4e78ef408ec2860846eff8bc2,956,738,943.0,721.0,18.0,22.0,198.0
5da648903f970dc4e78ef408ec2860846eff8bc2,382,686,382.0,666.0,16.0,31.0,248.0
5da648903f970dc4e78ef408ec2860846eff8bc2,458,548,438.0,530.0,33.0,32.0,528.0
5da648903f970dc4e78ef408ec2860846eff8bc2,995,687,981.0,680.0,29.0,14.0,203.0
5da648903f970dc4e78ef408ec2860846eff8bc2,929,688,934.0,692.0,9.0,16.0,72.0
5da648903f970dc4e78ef408ec2860846eff8bc2,674,839,654.0,830.0,40.0,28.0,560.0
5da648903f970dc4e78ef408ec2860846eff8bc2,865,937,865.0,931.0,10.0,13.0,65.0
5da648903f970dc4e78ef408ec2860846eff8bc2,141,460,122.0,444.0,32.0,23.0,368.0
5da648903f970dc4e78ef408ec2860846eff8bc2,226,350,206.0,330.0,40.0,32.0,640.0
64eb8f93398f4d161e39682e0901b31afbc99ce2,366,476,346.0,456.0,33.0,40.0,660.0
